city,locality,property_type,bedrooms,area_sqft,price_per_sqft,price_lakhs,floor,age_years,facing,parking,furnishing,availability,maintenance_monthly,timestamp
Delhi,Dwarka,Builder Floor,2 BHK,854,13783,117,16 out of 24,13,North East,Yes,Fully Furnished,Ready to Move,5023,2025-10-02 17:38:25
Mumbai,Bandra,Builder Floor,3 BHK,1548,13010,201,18 out of 23,18,South,Yes,Unfurnished,Under Construction,5812,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1618,14212,229,2 out of 24,18,North East,Yes,Semi-Furnished,Under Construction,4864,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,4 BHK,2071,11956,247,15 out of 22,9,South,No,Unfurnished,Ready to Move,5919,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,5 BHK,2545,14174,360,15 out of 22,3,South East,No,Unfurnished,Under Construction,5983,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,883,15142,133,12 out of 24,1,South,No,Unfurnished,Under Construction,5664,2025-10-02 17:38:25
Bangalore,JP Nagar,Villa,2 BHK,926,14658,135,9 out of 23,6,South,No,Unfurnished,Under Construction,6282,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,1 BHK,611,11712,71,1 out of 20,13,South,No,Fully Furnished,Ready to Move,6345,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,947,9438,89,9 out of 23,16,South East,Yes,Semi-Furnished,Ready to Move,5546,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,4 BHK,2203,9902,218,4 out of 24,15,East,Yes,Fully Furnished,Under Construction,7141,2025-10-02 17:38:25
Delhi,South Extension,Apartment,3 BHK,1445,7460,107,6 out of 23,16,West,No,Unfurnished,Ready to Move,5644,2025-10-02 17:38:25
Delhi,Vasant Kunj,Villa,5 BHK,2295,13670,313,16 out of 23,4,North East,Yes,Unfurnished,Under Construction,2607,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,970,14544,141,11 out of 23,2,South West,Yes,Fully Furnished,Ready to Move,4347,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,1180,11160,131,11 out of 22,12,West,Yes,Unfurnished,Ready to Move,4969,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,2 BHK,1224,10894,133,9 out of 20,16,South,Yes,Fully Furnished,Ready to Move,5656,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,4 BHK,1912,10996,210,2 out of 24,19,North East,Yes,Semi-Furnished,Ready to Move,3525,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,2 BHK,1032,14829,153,6 out of 22,5,North West,Yes,Unfurnished,Ready to Move,5029,2025-10-02 17:38:25
Delhi,Pitampura,Builder Floor,5 BHK,2495,13295,331,13 out of 21,11,North,No,Fully Furnished,Ready to Move,4623,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,4 BHK,1904,12140,231,9 out of 21,3,North,Yes,Unfurnished,Under Construction,5339,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,971,17245,167,9 out of 23,1,North West,Yes,Unfurnished,Ready to Move,6499,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1459,12149,177,7 out of 24,3,South West,Yes,Fully Furnished,Under Construction,4530,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,1034,13859,143,9 out of 23,11,South West,Yes,Semi-Furnished,Under Construction,5516,2025-10-02 17:38:25
Mumbai,Worli,Builder Floor,3 BHK,1448,8764,126,8 out of 20,11,South,No,Semi-Furnished,Under Construction,5016,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1399,12741,178,17 out of 21,4,South,Yes,Fully Furnished,Under Construction,3574,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,1010,14401,145,6 out of 21,9,South East,No,Fully Furnished,Ready to Move,5198,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1434,10155,145,18 out of 23,12,West,Yes,Fully Furnished,Under Construction,6212,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,4 BHK,1885,14157,266,6 out of 24,18,North West,Yes,Semi-Furnished,Under Construction,3509,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,932,11659,108,13 out of 21,1,South East,Yes,Fully Furnished,Under Construction,4342,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1505,12667,190,14 out of 23,5,South,Yes,Semi-Furnished,Under Construction,5515,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1599,11249,179,3 out of 20,19,North East,No,Fully Furnished,Under Construction,4756,2025-10-02 17:38:25
Bangalore,Indiranagar,Builder Floor,3 BHK,1484,10214,151,7 out of 22,3,South,Yes,Unfurnished,Ready to Move,5016,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,1 BHK,621,11987,74,14 out of 23,15,North East,Yes,Semi-Furnished,Under Construction,5737,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,5 BHK,2306,13234,305,19 out of 22,13,South West,No,Fully Furnished,Ready to Move,7168,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,3 BHK,1481,9471,140,2 out of 22,2,East,Yes,Unfurnished,Under Construction,5129,2025-10-02 17:38:25
Mumbai,Powai,Apartment,1 BHK,596,12381,73,10 out of 23,6,South East,No,Semi-Furnished,Ready to Move,5228,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1607,9509,152,18 out of 20,18,North East,No,Unfurnished,Ready to Move,7013,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,939,13245,124,9 out of 23,1,South East,Yes,Unfurnished,Ready to Move,5218,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1494,13405,200,11 out of 23,5,North East,Yes,Fully Furnished,Ready to Move,4591,2025-10-02 17:38:25
Delhi,Pitampura,Villa,3 BHK,1462,16552,241,10 out of 20,8,North East,Yes,Fully Furnished,Ready to Move,5999,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1556,12791,199,19 out of 20,16,North West,Yes,Fully Furnished,Under Construction,4965,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,2 BHK,1044,13589,141,16 out of 23,8,North,Yes,Semi-Furnished,Under Construction,5968,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,5 BHK,2366,11147,263,5 out of 24,19,North West,Yes,Semi-Furnished,Ready to Move,6653,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,3 BHK,1547,13118,202,16 out of 23,13,East,Yes,Fully Furnished,Ready to Move,5295,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,2 BHK,1166,9929,115,1 out of 23,8,North West,Yes,Semi-Furnished,Under Construction,5577,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1476,10668,157,8 out of 22,8,East,Yes,Unfurnished,Under Construction,5976,2025-10-02 17:38:25
Delhi,Rohini,Apartment,4 BHK,2112,13541,285,2 out of 22,10,West,Yes,Semi-Furnished,Under Construction,5400,2025-10-02 17:38:25
Mumbai,Juhu,Villa,1 BHK,476,14225,67,12 out of 23,10,North,Yes,Semi-Furnished,Under Construction,5041,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,5 BHK,2674,18111,484,16 out of 23,11,North,No,Semi-Furnished,Ready to Move,5136,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,5 BHK,2367,14363,339,15 out of 22,2,North West,Yes,Semi-Furnished,Ready to Move,6480,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1408,7455,104,19 out of 23,5,West,Yes,Fully Furnished,Under Construction,4680,2025-10-02 17:38:25
Mumbai,Worli,Apartment,2 BHK,898,10258,92,14 out of 20,7,East,Yes,Semi-Furnished,Under Construction,4007,2025-10-02 17:38:25
Mumbai,Worli,Builder Floor,2 BHK,1025,9275,95,13 out of 23,2,West,Yes,Semi-Furnished,Ready to Move,5808,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1288,11505,148,19 out of 21,11,North,Yes,Semi-Furnished,Under Construction,3420,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,1082,10774,116,9 out of 22,9,North,Yes,Fully Furnished,Under Construction,4433,2025-10-02 17:38:25
Bangalore,Whitefield,Villa,4 BHK,1978,9407,186,12 out of 24,11,South West,Yes,Semi-Furnished,Under Construction,4016,2025-10-02 17:38:25
Bangalore,HSR Layout,Builder Floor,3 BHK,1488,15566,231,7 out of 21,18,North,No,Semi-Furnished,Ready to Move,5489,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,1071,12761,136,11 out of 20,10,North East,Yes,Unfurnished,Ready to Move,2813,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,4 BHK,1858,9901,183,10 out of 21,18,North East,No,Fully Furnished,Ready to Move,3830,2025-10-02 17:38:25
Delhi,Dwarka,Villa,1 BHK,545,11620,63,3 out of 21,5,South West,Yes,Fully Furnished,Under Construction,4850,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,3 BHK,1595,14035,223,14 out of 22,9,North East,Yes,Semi-Furnished,Ready to Move,5229,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1485,15752,233,19 out of 24,14,South West,Yes,Unfurnished,Under Construction,5323,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,1022,11563,118,17 out of 21,3,East,Yes,Unfurnished,Under Construction,5352,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1611,11430,184,16 out of 23,0,North,Yes,Semi-Furnished,Under Construction,5234,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,1052,12634,132,9 out of 23,5,North,Yes,Semi-Furnished,Ready to Move,5088,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1688,9935,167,14 out of 22,17,South East,Yes,Fully Furnished,Under Construction,5140,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1430,12962,185,6 out of 24,0,North East,Yes,Unfurnished,Ready to Move,5530,2025-10-02 17:38:25
Mumbai,Powai,Apartment,4 BHK,2103,10185,214,11 out of 24,8,South,Yes,Semi-Furnished,Ready to Move,5776,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,1 BHK,675,7660,51,4 out of 23,19,South,Yes,Unfurnished,Ready to Move,4792,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1562,13175,205,4 out of 20,4,South West,Yes,Semi-Furnished,Ready to Move,5432,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1560,13250,206,8 out of 20,1,South East,Yes,Unfurnished,Ready to Move,3746,2025-10-02 17:38:25
Bangalore,Koramangala,Villa,1 BHK,614,12290,75,13 out of 22,0,West,Yes,Unfurnished,Under Construction,4315,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1632,13417,218,19 out of 20,13,South,Yes,Semi-Furnished,Ready to Move,4396,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,4 BHK,1994,13979,278,13 out of 24,13,South,Yes,Unfurnished,Under Construction,5396,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1560,11182,174,17 out of 21,5,North East,Yes,Fully Furnished,Ready to Move,5906,2025-10-02 17:38:25
Delhi,Rohini,Apartment,1 BHK,323,11423,36,17 out of 20,11,North,Yes,Semi-Furnished,Ready to Move,4328,2025-10-02 17:38:25
Delhi,Dwarka,Builder Floor,4 BHK,2016,9351,188,16 out of 24,9,South East,Yes,Fully Furnished,Ready to Move,7212,2025-10-02 17:38:25
Mumbai,Powai,Villa,4 BHK,1941,14673,284,3 out of 23,1,North East,Yes,Semi-Furnished,Ready to Move,5387,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,4 BHK,1943,12501,242,4 out of 20,5,West,Yes,Unfurnished,Ready to Move,6100,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,2 BHK,890,13909,123,1 out of 23,3,North West,Yes,Semi-Furnished,Under Construction,4783,2025-10-02 17:38:25
Mumbai,Bandra,Builder Floor,3 BHK,1627,10900,177,15 out of 21,16,East,Yes,Fully Furnished,Ready to Move,5275,2025-10-02 17:38:25
Delhi,Rohini,Apartment,1 BHK,518,11164,57,14 out of 21,19,South West,Yes,Unfurnished,Under Construction,6488,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,4 BHK,2047,14592,298,7 out of 22,4,North East,No,Fully Furnished,Ready to Move,5235,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1565,12121,189,18 out of 22,18,West,Yes,Semi-Furnished,Ready to Move,4602,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1463,10940,160,15 out of 23,4,South East,No,Unfurnished,Ready to Move,4275,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,1 BHK,670,11951,80,12 out of 20,7,North West,Yes,Unfurnished,Under Construction,5646,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,1 BHK,378,9954,37,8 out of 22,1,North,Yes,Unfurnished,Under Construction,5931,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1565,13373,209,16 out of 23,2,North East,Yes,Fully Furnished,Ready to Move,2947,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1393,13965,194,18 out of 23,6,South,Yes,Unfurnished,Ready to Move,4897,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1463,9512,139,18 out of 22,10,East,Yes,Fully Furnished,Under Construction,4371,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,952,7418,70,17 out of 20,1,East,No,Unfurnished,Under Construction,5509,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1508,12802,193,10 out of 20,11,South West,Yes,Semi-Furnished,Under Construction,5807,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,1 BHK,413,8705,35,16 out of 24,12,South East,Yes,Fully Furnished,Ready to Move,6045,2025-10-02 17:38:25
Mumbai,Powai,Villa,2 BHK,1029,12417,127,13 out of 21,17,South East,No,Unfurnished,Ready to Move,4740,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,2 BHK,1068,9938,106,14 out of 24,13,South East,Yes,Unfurnished,Ready to Move,3088,2025-10-02 17:38:25
Delhi,South Extension,Apartment,3 BHK,1476,14223,209,2 out of 24,4,North East,Yes,Fully Furnished,Ready to Move,4522,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,2 BHK,1048,7365,77,12 out of 24,18,North West,No,Fully Furnished,Ready to Move,4410,2025-10-02 17:38:25
Delhi,Dwarka,Builder Floor,3 BHK,1620,11425,185,17 out of 21,8,West,Yes,Unfurnished,Ready to Move,3905,2025-10-02 17:38:25
Mumbai,Worli,Builder Floor,3 BHK,1518,11220,170,15 out of 24,9,South East,Yes,Unfurnished,Under Construction,3640,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,4 BHK,2039,13857,282,16 out of 23,14,South East,Yes,Unfurnished,Under Construction,5547,2025-10-02 17:38:25
Delhi,Dwarka,Villa,3 BHK,1539,10827,166,15 out of 20,9,East,Yes,Semi-Furnished,Under Construction,3191,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,889,12957,115,11 out of 21,9,West,Yes,Fully Furnished,Ready to Move,3839,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1590,10725,170,4 out of 20,9,North,Yes,Semi-Furnished,Ready to Move,4050,2025-10-02 17:38:25
Mumbai,Juhu,Villa,2 BHK,1188,14982,177,10 out of 22,13,South,Yes,Semi-Furnished,Ready to Move,3048,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,4 BHK,2082,8055,167,2 out of 24,18,South East,Yes,Fully Furnished,Ready to Move,3982,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,1 BHK,356,11972,42,17 out of 23,11,North East,Yes,Semi-Furnished,Under Construction,5159,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1592,12645,201,18 out of 22,9,North East,No,Semi-Furnished,Under Construction,4374,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,5 BHK,2304,13619,313,17 out of 21,18,North West,No,Semi-Furnished,Under Construction,5058,2025-10-02 17:38:25
Bangalore,Indiranagar,Villa,3 BHK,1563,15806,247,11 out of 21,11,East,Yes,Semi-Furnished,Under Construction,4244,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1323,13053,172,1 out of 22,3,North,Yes,Semi-Furnished,Ready to Move,5342,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,705,13733,96,5 out of 21,17,West,Yes,Semi-Furnished,Ready to Move,5095,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,942,10397,97,7 out of 22,13,East,Yes,Semi-Furnished,Ready to Move,3704,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,2 BHK,992,13424,133,13 out of 22,6,South West,Yes,Semi-Furnished,Ready to Move,3692,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1420,8642,122,10 out of 23,7,North,Yes,Unfurnished,Ready to Move,4547,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,4 BHK,1819,10937,198,16 out of 20,4,South East,Yes,Semi-Furnished,Under Construction,3243,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,1 BHK,623,14883,92,2 out of 21,0,South East,Yes,Fully Furnished,Under Construction,6602,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,3 BHK,1430,13388,191,12 out of 21,1,North West,No,Fully Furnished,Under Construction,3635,2025-10-02 17:38:25
Mumbai,Worli,Villa,3 BHK,1556,9821,152,2 out of 22,0,South East,Yes,Fully Furnished,Under Construction,3597,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,2 BHK,965,13021,125,19 out of 23,12,West,No,Unfurnished,Under Construction,3790,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1634,11247,183,2 out of 22,17,South East,Yes,Semi-Furnished,Under Construction,5233,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1620,17512,283,19 out of 22,9,West,Yes,Unfurnished,Under Construction,4883,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1539,14539,223,19 out of 24,11,East,Yes,Unfurnished,Under Construction,5173,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,871,11861,103,9 out of 21,11,North East,No,Semi-Furnished,Ready to Move,5649,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1403,6253,87,15 out of 23,18,North,Yes,Fully Furnished,Ready to Move,3819,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,1112,12078,134,17 out of 24,4,South,Yes,Unfurnished,Under Construction,4380,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1510,13342,201,16 out of 23,16,South East,Yes,Semi-Furnished,Ready to Move,5766,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,1 BHK,639,9165,58,1 out of 20,4,West,Yes,Semi-Furnished,Under Construction,4618,2025-10-02 17:38:25
Mumbai,Powai,Apartment,2 BHK,1098,16834,184,16 out of 22,1,East,No,Unfurnished,Ready to Move,1765,2025-10-02 17:38:25
Delhi,South Extension,Builder Floor,3 BHK,1297,10933,141,18 out of 21,18,North East,Yes,Fully Furnished,Ready to Move,6059,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,4 BHK,2271,10134,230,3 out of 20,9,North East,No,Unfurnished,Under Construction,4531,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1521,9168,139,18 out of 21,13,West,Yes,Semi-Furnished,Under Construction,4210,2025-10-02 17:38:25
Bangalore,Indiranagar,Builder Floor,3 BHK,1415,11410,161,15 out of 22,2,North,No,Unfurnished,Under Construction,3985,2025-10-02 17:38:25
Delhi,South Extension,Villa,4 BHK,1888,10813,204,1 out of 20,6,North East,Yes,Semi-Furnished,Ready to Move,3437,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,3 BHK,1531,13112,200,15 out of 20,19,North,Yes,Unfurnished,Under Construction,3945,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,1 BHK,654,14679,96,16 out of 21,5,North,Yes,Semi-Furnished,Under Construction,5580,2025-10-02 17:38:25
Mumbai,Worli,Apartment,1 BHK,422,9907,41,1 out of 23,14,South,Yes,Fully Furnished,Under Construction,2391,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,4 BHK,2002,10493,210,13 out of 22,4,North,No,Fully Furnished,Ready to Move,3604,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1647,9604,158,9 out of 23,2,North East,Yes,Fully Furnished,Ready to Move,4010,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1471,13862,203,3 out of 24,2,North East,Yes,Semi-Furnished,Ready to Move,5583,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,1 BHK,502,13686,68,13 out of 21,8,North East,No,Fully Furnished,Ready to Move,4797,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1351,15152,204,4 out of 23,14,North,No,Semi-Furnished,Ready to Move,5469,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1484,9563,141,13 out of 20,11,East,No,Semi-Furnished,Ready to Move,4475,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,1059,9658,102,4 out of 22,19,South East,No,Unfurnished,Ready to Move,6562,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1596,9628,153,1 out of 21,18,South East,Yes,Semi-Furnished,Ready to Move,5197,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,4 BHK,2040,10497,214,14 out of 20,17,West,Yes,Fully Furnished,Under Construction,4051,2025-10-02 17:38:25
Mumbai,Bandra,Builder Floor,3 BHK,1429,16686,238,16 out of 24,18,West,Yes,Fully Furnished,Ready to Move,4779,2025-10-02 17:38:25
Delhi,Dwarka,Builder Floor,4 BHK,1996,11756,234,17 out of 24,18,North West,Yes,Fully Furnished,Ready to Move,4833,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1660,9154,151,1 out of 20,11,South East,No,Semi-Furnished,Under Construction,3961,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,4 BHK,1865,8883,165,12 out of 22,10,North West,No,Semi-Furnished,Under Construction,5803,2025-10-02 17:38:25
Delhi,Rohini,Apartment,4 BHK,2069,15284,316,5 out of 21,3,North,Yes,Unfurnished,Under Construction,1613,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1608,9236,148,16 out of 23,5,North,Yes,Unfurnished,Ready to Move,5882,2025-10-02 17:38:25
Mumbai,Worli,Builder Floor,2 BHK,964,9472,91,15 out of 20,11,North West,Yes,Semi-Furnished,Under Construction,4319,2025-10-02 17:38:25
Delhi,South Extension,Apartment,4 BHK,1890,10178,192,10 out of 24,19,North West,No,Semi-Furnished,Under Construction,5526,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1483,12423,184,4 out of 21,9,North,Yes,Unfurnished,Under Construction,3560,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,2 BHK,772,11875,91,13 out of 21,4,North East,Yes,Unfurnished,Under Construction,5111,2025-10-02 17:38:25
Mumbai,Powai,Apartment,2 BHK,1093,15858,173,7 out of 23,10,North East,Yes,Fully Furnished,Ready to Move,3878,2025-10-02 17:38:25
Delhi,Rohini,Apartment,1 BHK,410,14032,57,15 out of 23,9,West,Yes,Unfurnished,Ready to Move,4414,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,3 BHK,1498,12234,183,8 out of 23,11,East,Yes,Fully Furnished,Under Construction,6675,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1533,12921,198,16 out of 23,12,South East,Yes,Unfurnished,Under Construction,3738,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1444,12579,181,12 out of 20,14,South East,Yes,Fully Furnished,Under Construction,4061,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,3 BHK,1479,12773,188,14 out of 20,10,North,Yes,Unfurnished,Under Construction,5289,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,4 BHK,2017,10817,218,5 out of 20,14,North East,Yes,Unfurnished,Ready to Move,5466,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,3 BHK,1535,9188,141,12 out of 21,5,South East,No,Semi-Furnished,Ready to Move,4172,2025-10-02 17:38:25
Bangalore,Indiranagar,Builder Floor,4 BHK,1789,10686,191,10 out of 20,4,North West,Yes,Unfurnished,Under Construction,4835,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1448,8980,130,14 out of 21,7,North West,No,Unfurnished,Ready to Move,2088,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,2 BHK,1004,10542,105,16 out of 22,11,East,Yes,Fully Furnished,Ready to Move,5460,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,997,13769,137,1 out of 20,16,North,Yes,Semi-Furnished,Under Construction,6461,2025-10-02 17:38:25
Delhi,Rohini,Apartment,4 BHK,1943,11865,230,7 out of 21,10,North,Yes,Unfurnished,Under Construction,4764,2025-10-02 17:38:25
Mumbai,Worli,Apartment,4 BHK,1971,12237,241,18 out of 23,18,North East,Yes,Fully Furnished,Under Construction,3886,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,810,10901,88,6 out of 21,12,North West,Yes,Semi-Furnished,Ready to Move,4769,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,840,9421,79,16 out of 20,6,South,No,Fully Furnished,Ready to Move,6249,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1613,13185,212,3 out of 22,6,South West,Yes,Semi-Furnished,Ready to Move,5376,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1424,10652,151,11 out of 23,11,North East,No,Unfurnished,Ready to Move,4835,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,5 BHK,2477,12937,320,2 out of 23,12,South East,Yes,Unfurnished,Under Construction,5220,2025-10-02 17:38:25
Mumbai,Andheri,Builder Floor,3 BHK,1508,12813,193,4 out of 21,0,West,Yes,Semi-Furnished,Under Construction,4033,2025-10-02 17:38:25
Mumbai,Bandra,Builder Floor,3 BHK,1319,14614,192,7 out of 20,3,South,Yes,Semi-Furnished,Ready to Move,3945,2025-10-02 17:38:25
Delhi,Rohini,Apartment,1 BHK,359,15109,54,10 out of 23,13,East,Yes,Semi-Furnished,Ready to Move,4072,2025-10-02 17:38:25
Delhi,South Extension,Apartment,4 BHK,1942,12178,236,5 out of 22,12,North,Yes,Unfurnished,Ready to Move,5955,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1500,8080,121,12 out of 23,4,East,Yes,Unfurnished,Ready to Move,4329,2025-10-02 17:38:25
Delhi,Pitampura,Builder Floor,2 BHK,1084,13077,141,3 out of 23,8,South West,Yes,Fully Furnished,Ready to Move,4618,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,2 BHK,1044,15364,160,9 out of 20,19,North,No,Fully Furnished,Ready to Move,7197,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1338,14217,190,4 out of 24,13,South West,Yes,Unfurnished,Ready to Move,6015,2025-10-02 17:38:25
Delhi,South Extension,Builder Floor,2 BHK,957,12291,117,7 out of 22,1,South East,Yes,Fully Furnished,Under Construction,4953,2025-10-02 17:38:25
